name,ingredients,url,image,cookTime,recipeYield,datePublished,prepTime,description
Cinnamon Vanilla Sunflower Butter,"2 cups / 225 g raw sunflower seeds\n1/4 cup / 60 ml sunflower oil, divided\n1/2 teaspoon fine grain sea salt, plus more as needed\n2 tablespoons vanilla bean paste (or seeds scraped from 2 plump vanilla beans)\n3 teaspoons ground cinnamon\nzest of 1/2 a lemon, or to taste",http://www.101cookbooks.com/archives/cinnamon-vanilla-sunflower-butter-recipe.html,http://www.101cookbooks.com/mt-static/images/food/sunflower_seed_butter_recipe.jpg,PT10M,,6/26/2012,PT5M,This one is for my sis - homemade Cinnamon Vanilla Sunflower Butter. 
Tarragon Oil,3/4 cup / 12g tarragon leaves\n3/4 cup / 12 g flat-leaf parsley leaves\n3/4 cup / 180 ml extra virgin olive oil\nfine grain sea salt,http://www.101cookbooks.com/archives/tarragon-oil-recipe.html,http://www.101cookbooks.com/mt-static/images/food/tarragon_oil_recipe.jpg,PT5M,Makes 2/3 cup.,9/25/2012,PT5M,"Tarragon oil - one of my little secret weapons. Use it as a finishing oil on soups, as a component of anything bread-centric, and as a vinaigrette base. It's vibrant green with grassy anise notes, and just the sort of thing to keep on hand."
Za'atar,"4 tablespoons fresh thyme leaves, stripped from stems (or equivalent dried)\n2  teaspoons ground sumac*\nscant 1/2 teaspoon fine sea salt, or to taste\n1 tablespoon toasted sesame seeds",http://www.101cookbooks.com/archives/zaatar-recipe.html,http://www.101cookbooks.com/mt-static/images/food/zaatar.jpg,PT10M,,1/27/2013,PT5M,"Za'atar is an incredibly versatile Middle Eastern spice blend, one of my favorites. Particularly this time of year when it's a welcome addition to all sorts of roasted vegetables, soups and stews, or simply sprinkled over everything from yogurt, to eggs, to savory granola."
Seeded Popovers,"2 cups / 475 ml whole milk\n2 tablespoons unsalted butter\n2 cups / 9 ounces / 255 g unbleached all-purpose flour\n1 1/4 teaspoons fine grain sea salt\n3/4 teaspoon baking powder\n1/4 cup / 1.5 oz / 45 g raw, uncooked millet seeds*\n2 tablespoons / .5 oz / 15 g toasted sesame seeds*\n2 tablespoons / .5 oz / 15 g toasted sunflower seeds*\n5 large eggs, room temperature(!)",http://www.101cookbooks.com/archives/seeded-popovers-recipe.html,http://www.101cookbooks.com/mt-static/images/food/popover_recipe_2013.jpg,PT50M,"Makes 6-8 large popovers, or more smaller ones..",2/4/2013,PT65M,"Popovers are the most delightful thing my oven produces - sky-high and billowy. Here's my go-to recipe, a few tips, and the overall technique I use."
Roast Banana-Pumpkin Breakfast Bread Recipe,"3/4 cup golden raisins\n1/2 cup Myer's dark rum\n2 ripe bananas, unpeeled\n2 cups cake flour\n2 teaspoons baking powder\n1/2 teaspoon baking soda\n1/4 teaspoon salt\n6 tablespoons unsalted butter, softened\n2/3 cup sugar\n2 large eggs\n1/2 cup unsweetened coconut milk\n1 teaspoon pure vanilla extract\n1/2 cup toasted pumpkin seeds\nPowdered sugar (optional)",http://www.101cookbooks.com/archives/000121.html,http://www.101cookbooks.com/mt-static/images/food/roasted_banana_bread_recipe.jpg,,Makes 1 loaf,10/11/2004,,"Stephan Pyles' banana bread recipe includes rum-soaked golden raisins, toasted pumpkin seeds, coconut milk, and oven-caramelized ripe bananas."
Great Chocolate Chip Cookie Recipe,"1/2 cup (100 grams) granulated sugar\n1/2 cup (120 grams) firmly packed light brown sugar\n8 tablespoons (1 stick) (115 grams) unsalted butter, cold, cut into 1/2-inch (1cm) pieces\n1 large egg\n1 teaspoon vanilla extract\n1/2 teaspoon baking soda\n1 1/4 cups (175 grams) all-purpose flour\n1/4 teaspoon salt\n1 1/2 cups (200 grams) semisweet chocolate chips\n1 cup(130 grams) walnuts or pecans, toasted and chopped",http://www.101cookbooks.com/archives/000158.html,http://www.101cookbooks.com/mt-static/images/food/great_chocolatechip_cookies.jpg,,,4/11/2005,,"If you like a serious chocolate chip cookie, this is the recipe. A high chip to dough ratio guarantees lots of chocolate in every bite, and the walnuts add crunch, density, and a delicious flavor to the overall mix. They are that good."
Ginger Cupcake Recipe,"1 1/2 cups all-purpose flour\n1 tbsp ground ginger\n1 tsp baking powder\n1/4 tsp salt\n3/4 cup finely chopped candied ginger\n1 1/4 cups granulated sugar\n1/2 cup  unsalted butter, at room temperature\n3 eggs\n3/4 cup milk\n4 oz cream cheese, at room temperature \n1/4 cup unsalted butter, at room temperature\n2 1/4 cups confectioner's (icing) sugar, sifted\n1/4 cup finely chopped crystalIized ginger\n1 tsp  ground ginger \nPinch salt ",http://www.101cookbooks.com/archives/000174.html,http://www.101cookbooks.com/mt-static/images/food/gingercupcakerecipe.jpg,,Makes 12 cupcakes.,6/13/2005,,Julie Hasson's delicious ginger cupcake recipe. Little bursts of crystallized ginger speckle each moist and sophisticated little cake.
Apple Coffee Cake Recipe,"2 medium tart apples such as Granny Smith\n2 cups unbleached all-purpose flour\n2 1/4 teaspoons baking powder\n2 teaspoons ground cinnamon\n1/4 teaspoon salt\n1/2 cup (1 stick) butter, at room temperature\n1 cup sugar\n1/2 cup milk or plain soy milk\n2 large eggs\n1 1/2 teaspoons vanilla extract\n1/3 cup apple jelly, stirred over low heat until smooth",http://www.101cookbooks.com/archives/000557.html,http://www.101cookbooks.com/mt-static/images/food/applecoffeecake.jpg,,Serves 8.,10/4/2005,,"Spicy apple coffee cake recipe punctuated with oozy, warm apples."
Cele's Old-Fashioned Pear Cake Recipe,"1/2 cup unsalted butter, at room temperature, plus 2 tablespoons melted\nAll-purpose flour for dusting\n1 cup whole-wheat pastry flour\n1 teaspoon ground cinnamon\n1 teaspoon baking powder\n1/4 teaspoon sea salt\n1 cup sugar\n2 eggs\n6 firm but ripe small pears such as Seckel, cored and cut lengthwise into quarters",http://www.101cookbooks.com/archives/000725.html,http://www.101cookbooks.com/mt-static/images/food/pear_cake_recipe.jpg,,Serves 10.,11/6/2005,,"From Michael Ableman's book, Fields of Plenty, a rustic, homey, unfussy pear cake recipe that comes together in five minutes before baking. "
Vintage Jam Tarts Recipe,"1 cup finely-ground cornmeal\n1 cup whole wheat pastry flour\n2 cups all-purpose flour\n1 1/2 teaspoons finely ground sea salt\n2 tablespoons baking powder\n3 tablespoons sugar\n1 cup unsalted butter, chilled, and cut into 1/4-inch chunks\n1 1/2+ cups milk\n1 egg, just the egg white\n1/3 cup jam (any flavor(s) you like)",http://www.101cookbooks.com/archives/001054.html,http://www.101cookbooks.com/mt-static/images/food/jam_tarts_recipe1.jpg,,"Makes about 1 - 2 dozen tarts, depending on the size of your cutters.",1/3/2006,,"This jam tart recipe makes the cutest tarts ever.  Cornmeal biscuit dough is the base, and you can play around with different shapes and sizes - they are delicious and buttery straight from the oven or at room temperature hours later. "
Lilikoi Passionfruit Curd Cake Recipe,"1 cup whole wheat pastry flour\n1/2 cup unbleached all-purpose flour\n1 1/2 teaspoon baking powder\n3/4 teaspoon fine-grain sea salt\n1 1/2 sticks organic unsalted butter\n1 1/2 cups granulated sugar (I used 1 cup Florida Crystals organic + 1/2 cup Alter-Eco unrefined ground cane sugar)\n3 large organic eggs\n1 teaspoon vanilla extract\n3/4 cup lilikoi curd (or curd flavor of your preference - lemon, raspberry, etc)",http://www.101cookbooks.com/archives/001191.html,http://www.101cookbooks.com/mt-static/images/food/passionfruitcake.jpg,,Makes about 12 modest slices.,1/26/2006,,"A lilikoi curd-swirled loaf cake. It moist in the middle, sliceable, and delicious. Change curds with the seasons or as you are inspired -  any flavor will work."
The Madame's Souffle Recipe,"4 deciliters (1 2/3 cups) of very good milk \n100 grams (31/2 ounces) of sugar lumps\n40 grams (1 3/8 ounces) of rice starch or 30 grams (1 ounce) of sifted fine wheat flour\na nice half vanilla bean\n5 egg yolks\n6 egg whites whisked Into a very firm snow\n30 grams (1 ounce, 2 tablespoons) of fine butter\n2 tablespoons of confectioners' sugar or superfine sugar. \nA timbale or a souffle dish about 20 centimeters (8-inches) In diameter and 7 centimeters (2 3/4 inches) deep.",http://www.101cookbooks.com/archives/001316.html,http://www.101cookbooks.com/mt-static/images/food/best_souffle_recipe.jpg,,,2/14/2006,,"The most exhaustive, detailed instructions on how to make a souffle excerpted from La Bonne Cuisine de Madame E. Saint-Ange - there are few better teachers."
Homemade and All-natural Thin Mint Recipe,"Chocolate Wafers:\n8 ounces organic butter, room temperature\n1 cup organic powdered sugar, (I use Wholesome Sweeteners brand)\n1 teaspoon natural vanilla extract\n1 cup cocoa powder (I use Dagoba's cacao powder)\n3/4 teaspoon fine grain sea salt\n1 1/2 cups whole wheat pastry flour\nChocolate Peppermint Coating:\n1 pound good quality semi-sweet chocolate, chopped\nnatural peppermint oil to taste",http://www.101cookbooks.com/archives/001370.html,http://www.101cookbooks.com/mt-static/images/food/thinmintrecipe1.jpg,,,3/12/2006,,"As promised, an all-natural Thin Mint recipe for you. No shortening, no trans-fats from partially hydrogenated vegetable oils - just good old-fashioned butter, cocoa, vanilla, sugar, chocolate, whole grain flour, and peppermint turned into delicious, thin minty goodness. "
Triple Chocolate Espresso Bean Cookie Recipe,"2 1/2 cups whole-wheat pastry flour\n2 tablespoons freshly ground espresso powder\n3/4 teaspoon aluminum-free baking soda\n3/4 teaspoon aluminum-free baking powder\n3/4 teaspoon finely ground sea salt\n1/2 cup  natural cocoa or cacao powder (Scharffen Berger or Dagoba), not dutched\n1 cup unsalted butter, room temperature (soft to the touch)\n2 cups fine-grain natural granulated sugar (evaporated cane sugar) - for example, I love Alter-eco brand, OR do 1 1/2 cups sugar + 1/2 cup dark brown sugar\n2 large eggs\n3 teaspoons vanilla extract\n3/4 cup semi-sweet chocolate chips\n8 ounces chocolate covered espresso beans",http://www.101cookbooks.com/archives/001408.html,http://www.101cookbooks.com/mt-static/images/food/espresso_bean_cookie_recipe1.jpg,,,5/25/2006,,"Dark chocolate cookie recipe, each cookie pumped full of lots of freshly ground espresso powder."
Whole Grain Mexican Wedding Cookie Recipe,"1 cup pecans, toasted and cooled to room temperature\n1 cup organic unsalted butter\n1/2 cup fine grain evaporated cane sugar (I used Alter-Eco brand)\nA splash of vanilla extract\nA splash of bourbon (optional)\n1 1/2 cups whole wheat pastry four\n1 cup oat flour\n1/2 teaspoon fine grain sea salt\norganic powdered sugar for dusting",http://www.101cookbooks.com/archives/001434.html,http://www.101cookbooks.com/mt-static/images/food/mexican_wedding_cookie_recipe.jpg,,Makes 1 1/2 dozen small cookies.,6/22/2006,,"A good Mexican wedding cookie recipe results in a tender nutty, butter-based cookie topped with an extravagant blizzard of powdered sugar. "
Snow-topped Holiday Cupcake Recipe,"2 1/2 cups plus 2 tablespoons unsifted bleached all-purposed flour\n1/2 teaspoon baking soda\n3/4 teaspoon salt\n3/4 teaspoon nutmeg\n12 tablespoons (1 1/2 sticks) unsalted butter, softened\n1 1/2 cups superfine sugar\n3 large eggs\n2 1/2 teaspoons pure vanilla extract\n3/4 cup thick, cultured sour cream\n1 cup tightly packed sweetened flaked coconut\nCoconut Cream Frosting (see recipe below), without the addition of the sweetened flaked coconut, for topping the baked cupcakes\nAbout 1 1/2 cups sweetened flaked coconut, to top the frosted cupcakes\nBakeware needed:\n8 jumbo muffin/cupcake cups (two pans each holding six individual muffin cups), each cup measuring 4 inches in diameter, 1 3/4 inches deep, with a capacity of about 1 1/8 cups (hs note: I used standard muffin pans. When I filled the cups 2/3 full, I got nice classic cupcakes. When I filled to the top I got big, jumbo-style cupcakes. Both were great, and plenty jumbo for me.)\nNonstick cookware spray, for preparing the muffin/cupcake pans\n12 ounces (one and one-half 8-ounce packages) cream cheese, softened\n5 tablespoons (1/4 stick plus 1 tablespoon) unsalted butter, softened\n2 1/2 teaspoons pure vanilla extract\n3 tablespoons heavy cream\n1/8 teaspoon freshly grated nutmeg\n5 1/2 cups unsifted confectioners' sugar (hs note: I used a bit more)\n3/4 cup lightly packed sweetened flaked coconut",http://www.101cookbooks.com/archives/000132.html,http://www.101cookbooks.com/mt-static/images/food/holidaycupcakerecipe.jpg,,Makes 8 jumbo frosted cupcakes.Makes about 4 1/2 cups.,12/15/2006,,Knee-deep coconut flecked frosting tops over a sour cream coconut cake batter base make these a quintessential holiday cupcake recipe.
Baked Doughnuts Recipe,"1 1/3 cups warm milk, 95 to 105 degrees (divided)\n1 packet active dry yeast (2 1/4 teaspoons)\n2 tablespoons butter\n2/3 cup sugar\n2 eggs\n5 cups all-purpose flour (alternately, white whole wheat might work -  haven't tried it yet)\nA pinch or two of nutmeg, freshly grated\n1 teaspoon fine grain sea salt\n1/2 cup unsalted butter, melted\n1 1/2 cups sugar\n1 tablespoon cinnamon",http://www.101cookbooks.com/archives/001561.html,http://www.101cookbooks.com/mt-static/images/food/bakeddoughnuts.jpg,,Makes 1 1/2 - 2 dozen medium doughnuts.,2/12/2007,,"A fun and delicious alternative to deep-fried doughnuts. This cinnamon-sugar dusted baked doughnut recipe turns milk, flour, nutmeg, sugar, eggs, butter, and yeast into perfectly dunkable, delicious doughnuts."
Plum and Peach Crisp Recipe,"Fruit:\n1 pound ripe peaches\n1 pound ripe plums\n1/4 cup natural cane sugar (or brown sugar)\n1 tablespoon plus 1 teaspoons arrowroot (or cornstarch)\na scant 1/2 teaspoon orange blossom water (opt)\nCrisp:\n3/4 cup rolled oats\n3/4 cup white whole wheat flour (all-purpose flour)\n1/2 cup natural cane sugar (or brown sugar)\n1/2 teaspoon cinnamon\nbig pinch of salt \n1/3 cup butter, melted\n1/3 cup yogurt\nSpecial equipment: 8x8 square baking dish or equivalent",http://www.101cookbooks.com/archives/plum-and-peach-crisp-recipe.html,http://www.101cookbooks.com/mt-static/images/food/plumandpeachcrisprecipe.jpg,,,7/12/2007,,"This rustic plum and peach crisp has a generous oat-flecked crumbly crust. Paired with a dollop of cold, creamy vanilla ice cream - heavenly."
Challah Bread Recipe,"1 3/4 cups (8 ounces) whole wheat flour, preferably fine grind\n1/2 teaspoon (.14 ounces) salt\n3/4 cup (6 ounces) water\n1 3/4 cups (8 ounces) unbleached bread flour\n1/4 teaspoon (.03 ounces) instant yeast\n7 tablespoons (3.5 ounces) filtered or spring water, at room temperature (about 70F or 21C)\n1 large egg (1.65 ounces), slightly beaten\n4 egg yolks (2 ounces)\nUse all of the soaker\nUse all of the biga\n7 tablespoons (2 ounces) whole wheat flour\n1/2 teaspoon (.14 ounces) salt\n2 1/4 teaspoons (.25 ounces) instant yeast\n1 1/2 tablespoons honey or agave nectar (1 ounce) OR  2 tablespoons or  sugar or brown sugar (1 ounce)\n2 tablespoons (1 ounce) vegetable oil\n- extra whole wheat flour for adjustments\n- 1 egg beaten with 1 tablespoon water plus a pinch of salt for egg wash\n- poppy seeds or sesame seeds for topping (optional)",http://www.101cookbooks.com/archives/challah-bread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/challahbreadrecipe_07.jpg,,,8/12/2007,,"Peter Reinhart's challah recipe creates a wonderful (and reasonably forgiving) dough that bakes into a tender, delicious version of the traditional Jewish celebration bread. "
Madeleine Recipe,"1 1/2 sticks unsalted butter (6 ounces)\n2 tablespoons softened unsalted butter (for greasing pan)\n3/4 cups unbleached all-purpose flour\n4 large eggs\na pinch fine-grain sea salt\n2/3 cups sugar\nzest of one large lemon\n1 teaspoon vanilla extract\npowdered sugar\na bit of extra flour for dusting baking pan\nSpecial equipment: A madeleine baking pan, regular or small",http://www.101cookbooks.com/archives/madeleines-recipe.html,http://www.101cookbooks.com/mt-static/images/food/madeleinerecipe_07.jpg,,Makes 2 -3 dozen regular madeleines.,8/21/2007,,"Perfect, golden, scalloped madeleines. From a favorite recipe shared with me by a friend and long-time Madeleine baker."
Sun-dried Tomato Cottage Cheese Muffin Recipe,"1 cup plain cottage cheese (low-fat is fine)\n3/4 cup parmesan cheese, freshly grated\n1/4 cup flour (see headnotes)\n1 cup almonds, very finely ground\n1 teaspoon baking powder\n1/4 cup sun-dried tomatoes (in oil), finely chopped\n1/4 cup basil, finely chopped\n1/4 cup water\n4 eggs, lightly beaten\n1/2 teaspoon salt",http://www.101cookbooks.com/archives/cottage-cheese-muffins-recipe.html,http://www.101cookbooks.com/mt-static/images/food/cottagecheesemuffinrecipe_07.jpg,,Makes 9 muffins.,9/29/2007,,"Golden, puffy, sun-dried tomato, and cottage cheese muffins. High in protein, low in carbs, they are a great, satisfying way to start the day."
Grown-up Fig Cookies,"1/2 pound dried figs\n1/2 cup pomegranate juice\n1/2 cup port\n1/4 cup meyer (or regular) lemon juice\n1 cup brown rice flour\n1 cup sorghum flour\n1/2 cup tapioca flour\n1/2 teaspoon baking soda\n1 teaspoon baking powder\n1/2 teaspoon xantham gum\nscant 1 teaspoon salt\n1 teaspoon freshly ground nutmeg\n1/2 cup packed brown sugar\n1/2 cup unsalted butter, room temperature\n1/2 cup organic cane sugar\n1 large egg\n1 teaspoon vanilla\n2 tablespoons molasses",http://www.101cookbooks.com/archives/grownup-fig-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/figcookierecipe_07.jpg,,,10/22/2007,,A grown-up twist on the figgy classic. This filling for this fig cookie recipe is dried figs that are marinated overnight in port and pomegranate juice and then pureed. They also happen to be gluten-free.
Yeast-raised Cornbread Recipe,"4 cups white whole wheat flour\n1 1/2 cup organic cornmeal\n1 1/2 teaspoons fine grained sea salt\n1 (1/4 ounce) package active dry yeast\n1 cup warm water (~105 degrees)\n1/4 cup olive oil\n3 tablespoons honey\n3 extra-large eggs, room temperature\n2 cups of fresh or frozen corn, if frozen defrosted to room temp\n2/3 cup chopped chives \nCornmeal and olive oil for preparing loaf pans or muffin tins",http://www.101cookbooks.com/archives/yeastraised-cornbread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/cornbreadrecipe.jpg,,Makes two loaves or 1 1/2 dozen rolls.,11/14/2007,,"Yeast-leavened corn bread recipe, heavily flecked with kernels of bright yellow corn and generously spiked with chives. Perfect for stuffing and soup-dunking."
Pine Nut Rosemary Shortbread Recipe,"2 cups white whole-wheat flour (or unbleached all-purpose flour)\nscant teaspoon fine-grain sea salt\n1 cup unsalted butter, at room temperature\n2/3 cup (natural cane) sugar\nzest of one lemon\n2/3 cup pine nuts, toasted and loosely chopped\n1 1/4 teaspoons fresh rosemary, finely chopped",http://www.101cookbooks.com/archives/pine-nut-rosemary-shortbread-recipe.html,http://www.101cookbooks.com/mt-static/images/food/shortbreadrecipe_07.jpg,,Makes about 2 dozen small cookies.,12/16/2007,,A twist on the shortbread recipe I included in my book -perfectly golden pine nuts and just enough rosemary and lemon zest to infuse the buttery sweet dough with fragrance and flavor.
Raspberry Mega Scones Recipe,"4 cups whole wheat pastry flour (or unbleached all-purpose flour)\n3 tablespoons aluminum-free baking powder\n1 teaspoon fine-grain sea salt\n1 stick unsalted butter (4 oz), chilled and cut into 1/4-inch cubes\n3/4 cup fine grain natural cane sugar or granulated sugar\n1 1/4 cups half-and-half ( or you can also use heavy cream or whole milk)\n1 teaspoon vanilla extract\nzest of one lemon\n2/3 cups raspberry preserves\nGlaze:\n1/2 cup powdered sugar\n1 tablespoon lemon juice\nzest of one lemon",http://www.101cookbooks.com/archives/raspberry-mega-scones-recipe.html,http://www.101cookbooks.com/mt-static/images/food/sconesrecipe_07.jpg,,Makes two mega scones.,12/28/2007,,"A fun twist on a traditional scone recipe. Instead of cutting dough into small pieces, a big piece of lemony scone dough is slathered with raspberry jam and folded in on itself."
Anzac Cookie Recipe,"1 cup flour (all-purpose or whole wheat pastry)\n1 cup rolled oats\n1/2 cup sugar\n1/2 cup fine grain natural cane sugar OR brown sugar\n1 cup finely shredded non-sweetened coconut\nscant 1/2 teaspoon fine sea salt\n1/2 cup butter, cut into little cubes\n2 tablespoons golden syrup or honey\nzest of one medium orange\n1 tablespoon boiling water\n1/2 teaspoon baking soda\n1 tablespoon orange blossom water*",http://www.101cookbooks.com/archives/anzac-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/anzac_cookie_recipe.jpg,,Makes 18 - 24 medium cookies.,3/10/2008,,"An Anzac cookie recipe, with a few little twists. Not overly-sweet, Anzacs are made from oats, coconut, and flour coming together in a butter-kissed dough. You end up with a hearty, sturdy cookie, with little fuss - altogether hard to get wrong. "
Amazing Black Bean Brownie Recipe,"4 ounces unsweetened chocolate\n1 cup unsalted butter\n2 cups soft-cooked black beans, drained well (hs: canned is fine)\n1 cup walnuts, chopped\n1 tablespoon vanilla extract\n¼ cup (granulated) natural coffee substitute (or instant coffee, for gluten-sensitive)\n¼ teaspoon sea salt\n4 large eggs\n1½ cups light agave nectar",http://www.101cookbooks.com/archives/amazing-black-bean-brownies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/amazing_brownie_recipe.jpg,,,3/17/2008,,"This quirky, yet amazing black bean brownie recipe delivers deliciously dense, bite-sized squares of melt-in-your-mouth fudge-textured brownies. "
Nibby Buckwheat Butter Cookie Recipe,"1 1/4 cups (5.6 ounces) all-purpose flour\n3/4 cup (3 ounces) buckwheat flour\n1/2 pound (2 sticks) unsalted butter, softened\n2/3 cup sugar\n1/4 teaspoon salt\n1/3 cup cacao nibs\n1 1/2 teaspoons pure vanilla extract",http://www.101cookbooks.com/archives/nibby-buckwheat-butter-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/buckwheat_butter_cookies.jpg,,Makes forty-eight 2 1/2-inch cookies.,3/27/2008,,"Alice Medrich's twist on a traditional butter cookie recipe from her latest book, Pure Dessert. She uses a knock-out blend of all-purpose and buckwheat flours. "
Banana Chip Cookie Recipe,"1 3/4 cups whole wheat pastry flour (see head notes)\n1/2 cup (toasted) wheat germ\n1/2 teaspoon baking soda\n1/2 teaspoon baking powder\nscant 1/2 teaspoon fine grain sea salt\n1/2 cup unsalted butter\n1 cup natural cane sugar (or brown sugar)\n2 large eggs\n2 teaspoons vanilla extract\n2/3 cup banana chips, loosely chopped\n1 cup chocolate chips\n2/3 cup toasted walnuts, chopped",http://www.101cookbooks.com/archives/banana-chip-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/banana_chip_cookie_recipe.jpg,,,6/15/2008,,"A riff on one of my favorite chocolate chip cookie recipes. This version features banana chips, chocolate chips, toasted walnuts, toasted wheat germ, and whole wheat pastry flour."
Cherry Cobbler Recipe,"2 1/2 cups sweet cherries, pitted\n1 tablespoon cornstarch \n1/4 cup fine-grain natural cane sugar\n1 1/4 whole wheat pastry flour\n2 teaspoons baking powder\n1/3 cup fine-grain natural cane sugar (or brown sugar)\n1/4+ teaspoon salt\n1/4-1/2 cup toasted nuts (optional)\n1 egg\n1/2 cup buttermilk\n3 tablespoons butter, melted and cooled a bit",http://www.101cookbooks.com/archives/cherry-cobbler-recipe.html,http://www.101cookbooks.com/mt-static/images/food/cherry_cobbler_recipe.jpg,,Serves about 8.,7/16/2008,,"A rustic, cherry cobbler recipe made from fresh cherries - though you can certainly try this recipe with other types of summer fruit and berries."
Peanut Butter Cookies,"2 cups whole wheat pastry flour, spelt flour, or unbleached all-purpose flour\n1 teaspoon baking soda\n3/4 teaspoon fine grain sea salt\n1 cup organic, chunky natural peanut butter\n1 cup maple syrup\n1/3 cup extra virgin olive oil\n1 1/2 teaspoons vanilla extract",http://www.101cookbooks.com/archives/peanut-butter-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/peanut_butter_cookies.jpg,,,7/23/2008,,"Not your typical peanut butter cookie recipe - but just as good. Tastes pretty darn close to the classic bu without all that butter, and with maple syrup in place of the white sugar. Vegan, egg-free, and easily made wheat-free if you like."
Brown Sugar Sandwich Cookie Recipe,"2 1/2 cups whole wheat pastry flour\n1 teaspoon baking powder\nscant 1 teaspoon salt\n2 tablespoons + 1 teaspoon poppy seeds\n6 ounces (1 1/2 sticks) unsalted butter, room temperature\n2/3 cup good-quality brown sugar / natural cane sugar\n2 large egg yolks\n1 tablespoon vanilla extract\n2-3 tablespoons milk\n1 tablespoon big flaky sea salt (optional)\n1 tablespoon turbinado sugar (optional)\n6-7 ounces dark chocolate, chopped\nspecial equipment: a 1 1/2-inch cookie cutter",http://www.101cookbooks.com/archives/brown-sugar-sandwich-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/sandwich_cookie_recipe.jpg,,Makes 2 dozen 1 1/2-inch sandwich cookies.,8/28/2008,,Chocolate stuffed sandwich cookie recipe made with a poppy-flecked brown sugar dough.\n\n
My Special Zucchini Bread Recipe,"1 1/2 cups chopped walnuts, plus a few to sprinkle on top\n1/3 cup poppy seeds (optional)\nzest of two lemons (optional)\n1/2 cup crystallized ginger, finely chopped (optional)\n1/2 cup unsalted butter\n1 cup sugar\n1/2 cup fine grain natural cane sugar or brown sugar, lightly packed\n3 large eggs\n2 teaspoons vanilla extract\n3 cups grated zucchini (about 3 medium), skins on, squeeze some of the moisture out and then fluff it up again  before using\n3 cups whole wheat pastry flour (or all-purpose flour)\n1 1/2 teaspoons baking soda\n1/2 teaspoon baking powder\n1 teaspoon salt\n1 teaspoon cinnamon\n1 tablespoon curry powder (optional) \nSpecial equipment: two 1 pound loaf pans (5 x 9 inches)",http://www.101cookbooks.com/archives/my-special-zucchini-bread-recipe-recipe.html,http://www.101cookbooks.com/mt-static/images/food/zucchinibreadrecipe_07.jpg,,Makes 2 loaves.,7/26/2008,,"A favorite zucchini bread recipe - green-lined strands of shredded zucchini, lemon zest, poppy seeds, and fragrant notes of coriander, cumin, and clove make this a very special zucchini bread recipe."
Nikki's Healthy Cookie Recipe,"3 large, ripe bananas,  well mashed (about 1 1/2 cups)\n1 teaspoon vanilla extract\n1/4 cup coconut oil, barely warm - so it isn't solid (or alternately, olive oil)\n2 cups rolled oats\n2/3 cup almond meal\n1/3 cup coconut, finely shredded &amp; unsweetened\n1/2 teaspoon cinnamon\n1/2 teaspoon fine grain sea salt\n1 teaspoon baking powder\n6 - 7 ounces chocolate chips or dark chocolate bar chopped",http://www.101cookbooks.com/archives/nikkis-healthy-cookies-recipe.html,http://www.101cookbooks.com/mt-static/images/food/healthy_cookies.jpg,,Makes about 3 dozen bite-sized cookies.,9/14/2008,,"A remarkable healthy cookie recipe - banana-batter, shredded coconut, dark chocolate chunks, and oats. Butter-less, flour-less, egg-less, and potentially sugar-less cookies make great after school or after work treats."
Maple Huckleberry Coffee Cake Recipe,"1 cup whole wheat pastry flour (or spelt flour)\n3 tablespoons rolled oats\n1/2 teaspoon baking powder\n1/2 teaspoon baking soda\nscant 1/2 teaspoon fine grain sea salt\n1/4 teaspoon fresh thyme, chopped \n1/4 teaspoon fresh rosemary, chopped\n4 tablespoons (1/2 stick) unsalted butter, room temperature\n1/3 cup maple syrup, room temperature\n1 large egg, room temperature\nzest of one lemon\n2 teaspoons vanilla extract\n1/4 cup buttermilk\n1 1/3 cups fresh wild huckleberries (or other berries), well picked over\nTopping:\n1/2 cup whole wheat pastry flour\n4 tablespoons cold unsalted butter, cut 1/4-inch cubes\n1/3 cup maple sugar (or brown sugar)\n1/4 teaspoon fresh thyme\n1/2 cup chopped pecans\nspecial equipment: a 1-pound loaf pan",http://www.101cookbooks.com/archives/maple-huckleberry-coffee-cake-recipe.html,http://www.101cookbooks.com/mt-static/images/food/coffee_cake_recipe.jpg,,Serves 12 - 16 modest slices. ,9/22/2008,,A wonderful coffee cake recipe made from fresh wild huckleberries using maple syrup as a sweetener instead of white sugar.
